Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      3.47     0.00   797564     0.00     0.00  std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > >::end()
  0.00      3.47     0.00   796933     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00      3.47     0.00   796931     0.00     0.00  bool __gnu_cxx::__is_null_pointer<char const>(char const*)
  0.00      3.47     0.00   796931     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.00      3.47     0.00   796931     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  0.00      3.47     0.00   796931     0.00     0.00  std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag)
  0.00      3.47     0.00   796931     0.00     0.00  std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&)
  0.00      3.47     0.00   796931     0.00     0.00  std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*)
  0.00      3.47     0.00   793946     0.00     0.00  std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > >::begin()
  0.00      3.47     0.00   788964     0.00     0.00  std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > >::end()
  0.00      3.47     0.00   788056     0.00     0.00  float const* glm::value_ptr<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&)
  0.00      3.47     0.00   788056     0.00     0.00  Shader::setUniform(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, glm::mat<4, 4, float, (glm::qualifier)0> const&)
  0.00      3.47     0.00   788053     0.00     0.00  std::__shared_ptr<ObjectTransform, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      3.47     0.00   788053     0.00     0.00  std::__shared_ptr_access<ObjectTransform, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      3.47     0.00   788053     0.00     0.00  std::__shared_ptr_access<ObjectTransform, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      3.47     0.00   788053     0.00     0.00  std::__shared_ptr_access<Object, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      3.47     0.00   788053     0.00     0.00  std::__shared_ptr_access<Object, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      3.47     0.00   788053     0.00     0.00  bool std::operator!=<Object>(std::shared_ptr<Object> const&, decltype(nullptr))
  0.00      3.47     0.00   785871     0.00     0.00  std::__shared_ptr_access<Texture, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      3.47     0.00   785871     0.00     0.00  std::__shared_ptr_access<Texture, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      3.47     0.00   785790     0.00     0.00  TexturedObject::draw()
  0.00      3.47     0.00   785790     0.00     0.00  Texture::bind()
  0.00      3.47     0.00   783527     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>& glm::vec<2, float, (glm::qualifier)0>::operator+=<float>(glm::vec<2, float, (glm::qualifier)0> const&)
  0.00      3.47     0.00   783073     0.00     0.00  AsteroidObject::isAlive()
  0.00      3.47     0.00   781264     0.00     0.00  AsteroidObject::update(float)
  0.00      3.47     0.00   781264     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::operator++()
  0.00      3.47     0.00   700292     0.00     0.00  bool __gnu_cxx::__ops::_Iter_equals_val<Object* const>::operator()<__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > >(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >)
  0.00      3.47     0.00   700292     0.00     0.00  bool __gnu_cxx::__ops::_Iter_equals_val<std::shared_ptr<Object> const>::operator()<__gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >)
  0.00      3.47     0.00   700292     0.00     0.00  bool std::operator==<Object, Object>(std::shared_ptr<Object> const&, std::shared_ptr<Object> const&)
  0.00      3.47     0.00   466197     0.00     0.00  std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr()
  0.00      3.47     0.00   465277     0.00     0.00  bool __gnu_cxx::operator!=<Object**, std::vector<Object*, std::allocator<Object*> > >(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&, __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&)
  0.00      3.47     0.00   464787     0.00     0.00  std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr()
  0.00      3.47     0.00   460361     0.00     0.00  std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      3.47     0.00   460361     0.00     0.00  std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      3.47     0.00   459850     0.00     0.00  std::shared_ptr<AsteroidObject>::operator=(std::shared_ptr<AsteroidObject>&&)
  0.00      3.47     0.00   459850     0.00     0.00  std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&)
  0.00      3.47     0.00   459850     0.00     0.00  std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      3.47     0.00   459850     0.00     0.00  std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&)
  0.00      3.47     0.00   459850     0.00     0.00  std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      3.47     0.00   459850     0.00     0.00  std::remove_reference<std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&>::type&& std::move<std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&>(std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&)
  0.00      3.47     0.00   459850     0.00     0.00  std::remove_reference<std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&>::type&& std::move<std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&>(std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&)
  0.00      3.47     0.00   459850     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<AsteroidObject*> >, std::is_move_constructible<AsteroidObject*>, std::is_move_assignable<AsteroidObject*> >::value, void>::type std::swap<AsteroidObject*>(AsteroidObject*&, AsteroidObject*&)
  0.00      3.47     0.00   459850     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Object*> >, std::is_move_constructible<Object*>, std::is_move_assignable<Object*> >::value, void>::type std::swap<Object*>(Object*&, Object*&)
  0.00      3.47     0.00    95288     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec(float, float, float, float)
  0.00      3.47     0.00    88658     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::length()
  0.00      3.47     0.00    70930     0.00     0.00  glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int)
  0.00      3.47     0.00    55400     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec(float)
  0.00      3.47     0.00    55400     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator*=<float>(float)
  0.00      3.47     0.00    55400     0.00     0.00  glm::detail::compute_vec4_mul<float, (glm::qualifier)0, false>::call(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&)
  0.00      3.47     0.00    55400     0.00     0.00  glm::vec<4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, float const&)
  0.00      3.47     0.00    53202     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::operator[](int)
  0.00      3.47     0.00    53184     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::length()
  0.00      3.47     0.00    53184     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::operator[](int)
  0.00      3.47     0.00    39888     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator+=<float>(glm::vec<4, float, (glm::qualifier)0> const&)
  0.00      3.47     0.00    39888     0.00     0.00  glm::detail::compute_vec4_add<float, (glm::qualifier)0, false>::call(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&)
  0.00      3.47     0.00    39888     0.00     0.00  glm::vec<4, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&)
  0.00      3.47     0.00    35456     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::operator[](int) const
  0.00      3.47     0.00    26604     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>&& std::forward<glm::vec<2, float, (glm::qualifier)0> >(std::remove_reference<glm::vec<2, float, (glm::qualifier)0> >::type&)
  0.00      3.47     0.00    22130     0.00     0.00  std::uniform_real_distribution<float>::param_type::a() const
  0.00      3.47     0.00    21045     0.00     0.00  operator new(unsigned long, void*)
  0.00      3.47     0.00    18116     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > >::base() const
  0.00      3.47     0.00    17744     0.00     0.00  std::shared_ptr<Shader>& std::forward<std::shared_ptr<Shader>&>(std::remove_reference<std::shared_ptr<Shader>&>::type&)
  0.00      3.47     0.00    17728     0.00     0.00  std::shared_ptr<Texture>& std::forward<std::shared_ptr<Texture>&>(std::remove_reference<std::shared_ptr<Texture>&>::type&)
  0.00      3.47     0.00    17704     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>& std::forward<glm::vec<2, float, (glm::qualifier)0>&>(std::remove_reference<glm::vec<2, float, (glm::qualifier)0>&>::type&)
  0.00      3.47     0.00    17591     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release()
  0.00      3.47     0.00    14492     0.00     0.00  __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::__normal_iterator(Object** const&)
  0.00      3.47     0.00    13278     0.00     0.01  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()()
  0.00      3.47     0.00    12940     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_add_ref_copy()
  0.00      3.47     0.00    12920     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&)
  0.00      3.47     0.00    11098     0.00     0.00  VertexArrayObject::createBuffer(unsigned long, void const*, unsigned long, unsigned long)
  0.00      3.47     0.00    11065     0.00     0.00  std::uniform_real_distribution<float>::param_type::b() const
  0.00      3.47     0.00    11065     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min()
  0.00      3.47     0.00    11065     0.00     0.00  std::uniform_real_distribution<float>::param_type::param_type(float, float)
  0.00      3.47     0.00    11065     0.00     0.00  std::uniform_real_distribution<float>::uniform_real_distribution(float, float)
  0.00      3.47     0.00    11065     0.00     0.01  float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  0.00      3.47     0.00    11065     0.00     0.01  float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<float>::param_type const&)
  0.00      3.47     0.00    11065     0.00     0.00  std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, float>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  0.00      3.47     0.00    11065     0.00     0.01  std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, float>::operator()()
  0.00      3.47     0.00    11065     0.00     0.01  float std::generate_canonical<float, 24ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  0.00      3.47     0.00    10814     0.00     0.00  std::__shared_ptr<RenderLayer, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      3.47     0.00    10814     0.00     0.00  std::__shared_ptr_access<RenderLayer, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      3.47     0.00    10814     0.00     0.00  std::__shared_ptr_access<RenderLayer, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      3.47     0.00     9060     0.00     0.00  __gnu_cxx::__normal_iterator<CallbackTimer::Callback*, std::vector<CallbackTimer::Callback, std::allocator<CallbackTimer::Callback> > >::base() const
  0.00      3.47     0.00     9056     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > >::base() const
  0.00      3.47     0.00     9052     0.00     0.00  bool __gnu_cxx::operator!=<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > > const&)
  0.00      3.47     0.00     8864     0.00     0.00  glm::mat<4, 4, float, (glm::qualifier)0>::mat(float const&)
  0.00      3.47     0.00     8864     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec<float, int, int, int>(float, int, int, int)
  0.00      3.47     0.00     8864     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec<int, int, float, int>(int, int, float, int)
  0.00      3.47     0.00     8864     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec<int, float, int, int>(int, float, int, int)
  0.00      3.47     0.00     8864     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec<int, int, int, float>(int, int, int, float)
  0.00      3.47     0.00     8852     0.00     0.00  std::random_device::~random_device()
  0.00      3.47     0.00     8852     0.00     0.00  std::random_device::operator()()
  0.00      3.47     0.00     8852     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long)
