Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.44      6.33     0.03    15000     0.00     0.03  RenderLayer::draw()
  0.29      6.36     0.02  9117154     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec(float, float)
  0.29      6.38     0.02  2282001     0.00     0.00  Shader::setUniform(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, glm::mat<4, 4, float, (glm::qualifier)0> const&)
  0.29      6.39     0.02  2281998     0.00     0.00  std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>::operator bool() const
  0.29      6.42     0.02  2269573     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.29      6.43     0.02  2266998     0.00     0.00  AsteroidObject::update(float)
  0.29      6.46     0.02  1379176     0.00     0.00  std::shared_ptr<AsteroidObject>::operator=(std::shared_ptr<AsteroidObject>&&)
  0.22      6.47     0.01  2370075     0.00     0.00  glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int) const
  0.22      6.49     0.01  2271998     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>& glm::vec<2, float, (glm::qualifier)0>::operator+=<float>(glm::vec<2, float, (glm::qualifier)0> const&)
  0.15      6.50     0.01 12205440     0.00     0.00  unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long)
  0.15      6.50     0.01 11962501     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >::base() const
  0.15      6.51     0.01  7193993     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >::operator*() const
  0.15      6.53     0.01  6827053     0.00     0.00  std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>::get() const
  0.15      6.54     0.01  6589284     0.00     0.00  std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>::get() const
  0.15      6.54     0.01  5961393     0.00     0.00  bool __gnu_cxx::operator!=<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > > const&)
  0.15      6.55     0.01  4598073     0.00     0.00  std::__shared_ptr_access<VertexArrayObject, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.15      6.57     0.01  4598073     0.00     0.00  std::__shared_ptr_access<VertexArrayObject, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.15      6.58     0.01  4583699     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::base() const
  0.15      6.58     0.01  4564000     0.00     0.00  Shader::setActive()
  0.15      6.59     0.01  3532819     0.00     0.00  __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::operator++()
  0.15      6.61     0.01  2779503     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count()
  0.15      6.62     0.01  2295825     0.00     0.00  std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > >::begin()
  0.15      6.62     0.01  2282001     0.00     0.00  float const* glm::value_ptr<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&)
  0.15      6.63     0.01  2281998     0.00     0.00  Object::draw()
  0.15      6.64     0.01  2281998     0.00     0.00  std::__shared_ptr_access<ObjectTransform, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.15      6.66     0.01  2280812     0.00     0.00  bool __gnu_cxx::operator!=<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > > const&)
  0.15      6.67     0.01  2277167     0.00     0.00  std::__shared_ptr_access<Texture, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.15      6.67     0.01  2276891     0.00     0.00  Object::recalculateBuffer()
  0.15      6.68     0.01  2266998     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::operator++()
  0.15      6.70     0.01  1393908     0.00     0.00  std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr()
  0.15      6.71     0.01  1380199     0.00     0.00  std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&&)
  0.15      6.71     0.01  1379687     0.00     0.00  std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&&)
  0.15      6.72     0.01  1379176     0.00     0.00  std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&)
  0.15      6.74     0.01     9297     0.00     0.00  __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<AsteroidObject, std::allocator<AsteroidObject>, (__gnu_cxx::_Lock_policy)2> >::new_allocator()
  0.15      6.75     0.01     4407     0.00     0.01  __gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > > std::__remove_if<__gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::shared_ptr<Object> const> >(__gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >, __gnu_cxx::__ops::_Iter_equals_val<std::shared_ptr<Object> const>)
  0.07      6.75     0.01  6817756     0.00     0.00  std::__shared_ptr_access<AsteroidObject, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.07      6.75     0.01  4564000     0.00     0.00  std::__shared_ptr_access<Shader, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.07      6.76     0.01  2526669     0.00     0.00  glm::mat<4, 4, float, (glm::qualifier)0>::length()
  0.07      6.76     0.01  2301584     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  0.07      6.77     0.01  2269573     0.00     0.00  Object::getCenterPosition()
  0.07      6.78     0.01     4893     0.00     0.00  ObjectTransform::ObjectTransform()
  0.07      6.78     0.01      511     0.01     0.01  std::shared_ptr<AsteroidObject>::shared_ptr(std::shared_ptr<AsteroidObject>&&)
  0.00      6.78     0.00 12205440     0.00     0.00  std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  0.00      6.78     0.00 12185880     0.00     0.00  unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long)
  0.00      6.78     0.00  6817756     0.00     0.00  std::__shared_ptr_access<AsteroidObject, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      6.78     0.00  6812383     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::operator*() const
  0.00      6.78     0.00  5814817     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >::operator++()
  0.00      6.78     0.00  5537897     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&)
  0.00      6.78     0.00  5516704     0.00     0.00  std::remove_reference<Object*&>::type&& std::move<Object*&>(Object*&)
  0.00      6.78     0.00  4911995     0.00     0.00  __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::operator*() const
  0.00      6.78     0.00  4609278     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >::__normal_iterator(std::shared_ptr<Object>* const&)
  0.00      6.78     0.00  4598073     0.00     0.00  std::__shared_ptr<VertexArrayObject, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      6.78     0.00  4564000     0.00     0.00  std::__shared_ptr<Shader, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      6.78     0.00  4564000     0.00     0.00  std::__shared_ptr_access<Shader, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      6.78     0.00  4137528     0.00     0.00  std::remove_reference<AsteroidObject*&>::type&& std::move<AsteroidObject*&>(AsteroidObject*&)
  0.00      6.78     0.00  2824501     0.00     0.00  __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::base() const
  0.00      6.78     0.00  2820737     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count()
  0.00      6.78     0.00  2760398     0.00     0.00  std::remove_reference<std::shared_ptr<Object>&>::type&& std::move<std::shared_ptr<Object>&>(std::shared_ptr<Object>&)
  0.00      6.78     0.00  2759374     0.00     0.00  std::remove_reference<std::shared_ptr<AsteroidObject>&>::type&& std::move<std::shared_ptr<AsteroidObject>&>(std::shared_ptr<AsteroidObject>&)
  0.00      6.78     0.00  2312274     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::__normal_iterator(std::shared_ptr<AsteroidObject>* const&)
  0.00      6.78     0.00  2304639     0.00     0.00  std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > >::end()
  0.00      6.78     0.00  2301586     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00      6.78     0.00  2301584     0.00     0.00  bool __gnu_cxx::__is_null_pointer<char const>(char const*)
  0.00      6.78     0.00  2301584     0.00     0.00  std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag)
  0.00      6.78     0.00  2301584     0.00     0.00  std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&)
  0.00      6.78     0.00  2301584     0.00     0.00  std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*)
  0.00      6.78     0.00  2285229     0.00     0.00  std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > >::end()
  0.00      6.78     0.00  2281998     0.00     0.00  std::__shared_ptr<ObjectTransform, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      6.78     0.00  2281998     0.00     0.00  std::__shared_ptr_access<ObjectTransform, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      6.78     0.00  2281998     0.00     0.00  std::__shared_ptr_access<Object, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      6.78     0.00  2281998     0.00     0.00  std::__shared_ptr_access<Object, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      6.78     0.00  2281998     0.00     0.00  bool std::operator!=<Object>(std::shared_ptr<Object> const&, decltype(nullptr))
  0.00      6.78     0.00  2277167     0.00     0.00  std::__shared_ptr<Texture, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      6.78     0.00  2277167     0.00     0.00  std::__shared_ptr_access<Texture, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      6.78     0.00  2276998     0.00     0.00  Texture::bind()
  0.00      6.78     0.00  2269574     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator/<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, float)
  0.00      6.78     0.00  2153643     0.00     0.00  bool __gnu_cxx::__ops::_Iter_equals_val<Object* const>::operator()<__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > >(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >)
  0.00      6.78     0.00  2153643     0.00     0.00  bool __gnu_cxx::__ops::_Iter_equals_val<std::shared_ptr<Object> const>::operator()<__gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >)
  0.00      6.78     0.00  2153643     0.00     0.00  bool std::operator==<Object, Object>(std::shared_ptr<Object> const&, std::shared_ptr<Object> const&)
  0.00      6.78     0.00  1392397     0.00     0.00  bool __gnu_cxx::operator!=<Object**, std::vector<Object*, std::allocator<Object*> > >(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&, __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&)
  0.00      6.78     0.00  1389467     0.00     0.00  std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr()
  0.00      6.78     0.00  1379176     0.00     0.00  std::shared_ptr<Object>::operator=(std::shared_ptr<Object>&&)
  0.00      6.78     0.00  1379176     0.00     0.00  std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&)
  0.00      6.78     0.00  1379176     0.00     0.00  std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      6.78     0.00  1379176     0.00     0.00  std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      6.78     0.00  1379176     0.00     0.00  std::remove_reference<std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&>::type&& std::move<std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&>(std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>&)
  0.00      6.78     0.00  1379176     0.00     0.00  std::remove_reference<std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&>::type&& std::move<std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&>(std::__shared_ptr<Object, (__gnu_cxx::_Lock_policy)2>&)
  0.00      6.78     0.00  1379176     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<AsteroidObject*> >, std::is_move_constructible<AsteroidObject*>, std::is_move_assignable<AsteroidObject*> >::value, void>::type std::swap<AsteroidObject*>(AsteroidObject*&, AsteroidObject*&)
  0.00      6.78     0.00  1379176     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Object*> >, std::is_move_constructible<Object*>, std::is_move_assignable<Object*> >::value, void>::type std::swap<Object*>(Object*&, Object*&)
  0.00      6.78     0.00   210399     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec(float, float, float, float)
  0.00      6.78     0.00   195738     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::length()
  0.00      6.78     0.00   156594     0.00     0.00  glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int)
  0.00      6.78     0.00   122325     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec(float)
  0.00      6.78     0.00   122325     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator*=<float>(float)
  0.00      6.78     0.00   122325     0.00     0.00  glm::detail::compute_vec4_mul<float, (glm::qualifier)0, false>::call(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&)
  0.00      6.78     0.00   122325     0.00     0.00  glm::vec<4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, float const&)
  0.00      6.78     0.00   117450     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::operator[](int)
  0.00      6.78     0.00   117432     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::length()
  0.00      6.78     0.00   117432     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::operator[](int)
  0.00      6.78     0.00    88074     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator+=<float>(glm::vec<4, float, (glm::qualifier)0> const&)
  0.00      6.78     0.00    88074     0.00     0.00  glm::detail::compute_vec4_add<float, (glm::qualifier)0, false>::call(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&)
  0.00      6.78     0.00    88074     0.00     0.00  glm::vec<4, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&)
  0.00      6.78     0.00    78288     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::operator[](int) const
  0.00      6.78     0.00    58728     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>&& std::forward<glm::vec<2, float, (glm::qualifier)0> >(std::remove_reference<glm::vec<2, float, (glm::qualifier)0> >::type&)
  0.00      6.78     0.00    48900     0.00     0.00  std::uniform_real_distribution<float>::param_type::a() const
  0.00      6.78     0.00    45694     0.00     0.00  operator new(unsigned long, void*)
  0.00      6.78     0.00    41276     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release()
  0.00      6.78     0.00    40012     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > >::base() const
  0.00      6.78     0.00    39160     0.00     0.00  std::shared_ptr<Shader>& std::forward<std::shared_ptr<Shader>&>(std::remove_reference<std::shared_ptr<Shader>&>::type&)
  0.00      6.78     0.00    39144     0.00     0.00  std::shared_ptr<Texture>& std::forward<std::shared_ptr<Texture>&>(std::remove_reference<std::shared_ptr<Texture>&>::type&)
  0.00      6.78     0.00    39120     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>& std::forward<glm::vec<2, float, (glm::qualifier)0>&>(std::remove_reference<glm::vec<2, float, (glm::qualifier)0>&>::type&)
  0.00      6.78     0.00    35278     0.00     0.00  __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::__normal_iterator(Object** const&)
  0.00      6.78     0.00    29340     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()()
  0.00      6.78     0.00    28967     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_add_ref_copy()
  0.00      6.78     0.00    28925     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&)
  0.00      6.78     0.00    24505     0.00     0.00  VertexArrayObject::createBuffer(unsigned long, void const*, unsigned long, unsigned long)
  0.00      6.78     0.00    24450     0.00     0.00  std::uniform_real_distribution<float>::param_type::b() const
  0.00      6.78     0.00    24450     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min()
  0.00      6.78     0.00    24450     0.00     0.00  std::uniform_real_distribution<float>::param_type::param_type(float, float)
  0.00      6.78     0.00    24450     0.00     0.00  std::uniform_real_distribution<float>::uniform_real_distribution(float, float)
  0.00      6.78     0.00    24450     0.00     0.00  float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  0.00      6.78     0.00    24450     0.00     0.00  float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<float>::param_type const&)
  0.00      6.78     0.00    24450     0.00     0.00  std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, float>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  0.00      6.78     0.00    24450     0.00     0.00  std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, float>::operator()()
  0.00      6.78     0.00    24450     0.00     0.00  float std::generate_canonical<float, 24ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  0.00      6.78     0.00    24300     0.00     0.00  std::__shared_ptr<RenderLayer, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      6.78     0.00    24300     0.00     0.00  std::__shared_ptr_access<RenderLayer, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      6.78     0.00    24300     0.00     0.00  std::__shared_ptr_access<RenderLayer, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      6.78     0.00    20008     0.00     0.00  __gnu_cxx::__normal_iterator<CallbackTimer::Callback*, std::vector<CallbackTimer::Callback, std::allocator<CallbackTimer::Callback> > >::base() const
  0.00      6.78     0.00    20004     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > >::base() const
  0.00      6.78     0.00    20000     0.00     0.00  bool __gnu_cxx::operator!=<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > > const&)
  0.00      6.78     0.00    19572     0.00     0.00  glm::mat<4, 4, float, (glm::qualifier)0>::mat(float const&)
  0.00      6.78     0.00    19572     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec<float, int, int, int>(float, int, int, int)
  0.00      6.78     0.00    19572     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec<int, int, float, int>(int, int, float, int)
  0.00      6.78     0.00    19572     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec<int, float, int, int>(int, float, int, int)
  0.00      6.78     0.00    19572     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec<int, int, int, float>(int, int, int, float)
  0.00      6.78     0.00    19560     0.00     0.00  std::random_device::~random_device()
  0.00      6.78     0.00    19560     0.00     0.00  std::random_device::operator()()
  0.00      6.78     0.00    19560     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long)
