Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.35     0.00   783323     0.00     0.00  bool __gnu_cxx::__is_null_pointer<char const>(char const*)
  0.00      0.35     0.00   783323     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.00      0.35     0.00   783323     0.00     0.00  std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag)
  0.00      0.35     0.00   783323     0.00     0.00  std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&)
  0.00      0.35     0.00   783323     0.00     0.00  std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*)
  0.00      0.35     0.00   783056     0.00     0.00  float const* glm::value_ptr<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&)
  0.00      0.35     0.00   783056     0.00     0.00  Shader::setUniform(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, glm::mat<4, 4, float, (glm::qualifier)0> const&)
  0.00      0.35     0.00   783053     0.00     0.00  ObjectTransform::getTransform()
  0.00      0.35     0.00   783053     0.00     0.00  std::__shared_ptr<ObjectTransform, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      0.35     0.00   783053     0.00     0.00  std::__shared_ptr_access<ObjectTransform, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      0.35     0.00   783053     0.00     0.00  std::__shared_ptr_access<ObjectTransform, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      0.35     0.00   783053     0.00     0.00  std::__shared_ptr_access<Object, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      0.35     0.00   783053     0.00     0.00  std::__shared_ptr_access<Object, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      0.35     0.00   733425     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::__normal_iterator(std::shared_ptr<AsteroidObject>* const&)
  0.00      0.35     0.00   733126     0.00     0.00  std::__shared_ptr<Texture, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      0.35     0.00   733126     0.00     0.00  std::__shared_ptr_access<Texture, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      0.35     0.00   733126     0.00     0.00  std::__shared_ptr_access<Texture, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      0.35     0.00   733053     0.00     0.00  TexturedObject::draw()
  0.00      0.35     0.00   733053     0.00     0.00  Texture::bind()
  0.00      0.35     0.00   683194     0.00     0.00  std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > >::end()
  0.00      0.35     0.00   683143     0.00     0.00  bool __gnu_cxx::operator!=<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > > const&)
  0.00      0.35     0.00   683053     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>& glm::vec<2, float, (glm::qualifier)0>::operator+=<float>(glm::vec<2, float, (glm::qualifier)0> const&)
  0.00      0.35     0.00   683053     0.00     0.00  Object::movePosition(glm::vec<2, float, (glm::qualifier)0>)
  0.00      0.35     0.00   633098     0.00     0.00  AsteroidObject::isAlive()
  0.00      0.35     0.00   633076     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator/<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, float)
  0.00      0.35     0.00   633075     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.00      0.35     0.00   633075     0.00     0.00  Object::getCenterPosition()
  0.00      0.35     0.00   633053     0.00     0.00  AsteroidObject::update(float)
  0.00      0.35     0.00   633053     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::operator++()
  0.00      0.35     0.00   400012     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > >::base() const
  0.00      0.35     0.00   200008     0.00     0.00  __gnu_cxx::__normal_iterator<CallbackTimer::Callback*, std::vector<CallbackTimer::Callback, std::allocator<CallbackTimer::Callback> > >::base() const
  0.00      0.35     0.00   200004     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > >::base() const
  0.00      0.35     0.00   200000     0.00     0.00  bool __gnu_cxx::operator!=<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > > const&)
  0.00      0.35     0.00   152256     0.00     0.00  std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  0.00      0.35     0.00   152256     0.00     0.00  unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long)
  0.00      0.35     0.00   152012     0.00     0.00  std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  0.00      0.35     0.00   152012     0.00     0.00  unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long)
  0.00      0.35     0.00   150109     0.00     0.00  std::__shared_ptr<RenderLayer, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      0.35     0.00   150109     0.00     0.00  std::__shared_ptr_access<RenderLayer, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      0.35     0.00   150109     0.00     0.00  std::__shared_ptr_access<RenderLayer, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      0.35     0.00   150000     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > >::operator++()
  0.00      0.35     0.00   150000     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const
  0.00      0.35     0.00   100008     0.00     0.00  __gnu_cxx::__normal_iterator<CallbackTimer::Callback*, std::vector<CallbackTimer::Callback, std::allocator<CallbackTimer::Callback> > >::__normal_iterator(CallbackTimer::Callback* const&)
  0.00      0.35     0.00   100006     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > >::__normal_iterator(std::shared_ptr<RenderLayer>* const&)
  0.00      0.35     0.00   100002     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > >::__normal_iterator(std::shared_ptr<Scene>* const&)
  0.00      0.35     0.00   100000     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<ProjectileObject>*, std::vector<std::shared_ptr<ProjectileObject>, std::allocator<std::shared_ptr<ProjectileObject> > > >::__normal_iterator(std::shared_ptr<ProjectileObject>* const&)
  0.00      0.35     0.00   100000     0.00     0.00  bool __gnu_cxx::operator!=<CallbackTimer::Callback*, std::vector<CallbackTimer::Callback, std::allocator<CallbackTimer::Callback> > >(__gnu_cxx::__normal_iterator<CallbackTimer::Callback*, std::vector<CallbackTimer::Callback, std::allocator<CallbackTimer::Callback> > > const&, __gnu_cxx::__normal_iterator<CallbackTimer::Callback*, std::vector<CallbackTimer::Callback, std::allocator<CallbackTimer::Callback> > > const&)
  0.00      0.35     0.00   100000     0.00     0.00  bool __gnu_cxx::operator!=<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > > const&)
  0.00      0.35     0.00   100000     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<ProjectileObject>*, std::vector<std::shared_ptr<ProjectileObject>, std::allocator<std::shared_ptr<ProjectileObject> > > >::base() const
  0.00      0.35     0.00   100000     0.00     0.00  std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const
  0.00      0.35     0.00    50107     0.00     0.00  std::__shared_ptr<CollisionDetector, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      0.35     0.00    50107     0.00     0.00  std::__shared_ptr_access<CollisionDetector, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      0.35     0.00    50107     0.00     0.00  std::__shared_ptr_access<CollisionDetector, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      0.35     0.00    50061     0.00     0.00  std::__shared_ptr<AsteroidManager, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      0.35     0.00    50061     0.00     0.00  std::__shared_ptr_access<AsteroidManager, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      0.35     0.00    50061     0.00     0.00  std::__shared_ptr_access<AsteroidManager, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      0.35     0.00    50051     0.00     0.00  std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > >::begin()
  0.00      0.35     0.00    50024     0.00     0.00  std::vector<Object*, std::allocator<Object*> >::size() const
  0.00      0.35     0.00    50004     0.00     0.00  std::__shared_ptr<Player, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      0.35     0.00    50004     0.00     0.00  std::vector<CallbackTimer::Callback, std::allocator<CallbackTimer::Callback> >::end()
  0.00      0.35     0.00    50003     0.00     0.00  std::__shared_ptr<Scene, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      0.35     0.00    50003     0.00     0.00  std::__shared_ptr_access<Scene, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      0.35     0.00    50003     0.00     0.00  std::__shared_ptr_access<Scene, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      0.35     0.00    50003     0.00     0.00  std::__shared_ptr_access<Player, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      0.35     0.00    50003     0.00     0.00  std::__shared_ptr_access<Player, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      0.35     0.00    50003     0.00     0.00  std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > >::end()
  0.00      0.35     0.00    50003     0.00     0.00  std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > >::begin()
  0.00      0.35     0.00    50002     0.00     0.00  __gnu_cxx::__normal_iterator<CallbackTimer::Callback*, std::vector<CallbackTimer::Callback, std::allocator<CallbackTimer::Callback> > >::operator*() const
  0.00      0.35     0.00    50002     0.00     0.00  std::unique_ptr<CallbackTimer, std::default_delete<CallbackTimer> >::get() const
  0.00      0.35     0.00    50002     0.00     0.00  std::unique_ptr<CallbackTimer, std::default_delete<CallbackTimer> >::operator->() const
  0.00      0.35     0.00    50002     0.00     0.00  std::__uniq_ptr_impl<CallbackTimer, std::default_delete<CallbackTimer> >::_M_ptr() const
  0.00      0.35     0.00    50002     0.00     0.00  std::_Head_base<0ul, CallbackTimer*, false>::_M_head(std::_Head_base<0ul, CallbackTimer*, false> const&)
  0.00      0.35     0.00    50002     0.00     0.00  std::_Tuple_impl<0ul, CallbackTimer*, std::default_delete<CallbackTimer> >::_M_head(std::_Tuple_impl<0ul, CallbackTimer*, std::default_delete<CallbackTimer> > const&)
  0.00      0.35     0.00    50002     0.00     0.00  std::vector<CallbackTimer::Callback, std::allocator<CallbackTimer::Callback> >::begin()
  0.00      0.35     0.00    50002     0.00     0.00  CallbackTimer* const& std::__get_helper<0ul, CallbackTimer*, std::default_delete<CallbackTimer> >(std::_Tuple_impl<0ul, CallbackTimer*, std::default_delete<CallbackTimer> > const&)
  0.00      0.35     0.00    50002     0.00     0.00  std::tuple_element<0ul, std::tuple<CallbackTimer*, std::default_delete<CallbackTimer> > >::type const& std::get<0ul, CallbackTimer*, std::default_delete<CallbackTimer> >(std::tuple<CallbackTimer*, std::default_delete<CallbackTimer> > const&)
  0.00      0.35     0.00    50001     0.00     0.00  std::unique_ptr<Window, std::default_delete<Window> >::get() const
  0.00      0.35     0.00    50001     0.00     0.00  std::unique_ptr<Window, std::default_delete<Window> >::operator->() const
  0.00      0.35     0.00    50001     0.00     0.00  std::unique_ptr<Renderer, std::default_delete<Renderer> >::operator->() const
  0.00      0.35     0.00    50001     0.00     0.00  std::__uniq_ptr_impl<Window, std::default_delete<Window> >::_M_ptr() const
  0.00      0.35     0.00    50001     0.00     0.00  std::__uniq_ptr_impl<Renderer, std::default_delete<Renderer> >::_M_ptr() const
  0.00      0.35     0.00    50001     0.00     0.00  std::_Head_base<0ul, Window*, false>::_M_head(std::_Head_base<0ul, Window*, false> const&)
  0.00      0.35     0.00    50001     0.00     0.00  std::_Head_base<0ul, Renderer*, false>::_M_head(std::_Head_base<0ul, Renderer*, false> const&)
  0.00      0.35     0.00    50001     0.00     0.00  std::_Tuple_impl<0ul, Window*, std::default_delete<Window> >::_M_head(std::_Tuple_impl<0ul, Window*, std::default_delete<Window> > const&)
  0.00      0.35     0.00    50001     0.00     0.00  std::_Tuple_impl<0ul, Renderer*, std::default_delete<Renderer> >::_M_head(std::_Tuple_impl<0ul, Renderer*, std::default_delete<Renderer> > const&)
  0.00      0.35     0.00    50001     0.00     0.00  std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > >::end()
  0.00      0.35     0.00    50001     0.00     0.00  std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > >::begin()
  0.00      0.35     0.00    50001     0.00     0.00  Window* const& std::__get_helper<0ul, Window*, std::default_delete<Window> >(std::_Tuple_impl<0ul, Window*, std::default_delete<Window> > const&)
  0.00      0.35     0.00    50001     0.00     0.00  Renderer* const& std::__get_helper<0ul, Renderer*, std::default_delete<Renderer> >(std::_Tuple_impl<0ul, Renderer*, std::default_delete<Renderer> > const&)
  0.00      0.35     0.00    50001     0.00     0.00  std::tuple_element<0ul, std::tuple<Window*, std::default_delete<Window> > >::type const& std::get<0ul, Window*, std::default_delete<Window> >(std::tuple<Window*, std::default_delete<Window> > const&)
  0.00      0.35     0.00    50001     0.00     0.00  std::tuple_element<0ul, std::tuple<Renderer*, std::default_delete<Renderer> > >::type const& std::get<0ul, Renderer*, std::default_delete<Renderer> >(std::tuple<Renderer*, std::default_delete<Renderer> > const&)
  0.00      0.35     0.00    50000     0.00     0.00  ProjectilePool::update(float)
  0.00      0.35     0.00    50000     0.00     0.00  AsteroidManager::update(float)
  0.00      0.35     0.00    50000     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>& glm::vec<2, float, (glm::qualifier)0>::operator*=<float>(float)
  0.00      0.35     0.00    50000     0.00     0.00  Scene::draw()
  0.00      0.35     0.00    50000     0.00     0.00  Player::update(float)
  0.00      0.35     0.00    50000     0.00     0.00  Renderer::draw()
  0.00      0.35     0.00    50000     0.00     0.00  __gnu_cxx::__normal_iterator<CallbackTimer::Callback*, std::vector<CallbackTimer::Callback, std::allocator<CallbackTimer::Callback> > >::operator++()
  0.00      0.35     0.00    50000     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > >::operator++()
  0.00      0.35     0.00    50000     0.00     0.00  bool __gnu_cxx::operator!=<std::shared_ptr<ProjectileObject>*, std::vector<std::shared_ptr<ProjectileObject>, std::allocator<std::shared_ptr<ProjectileObject> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<ProjectileObject>*, std::vector<std::shared_ptr<ProjectileObject>, std::allocator<std::shared_ptr<ProjectileObject> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<ProjectileObject>*, std::vector<std::shared_ptr<ProjectileObject>, std::allocator<std::shared_ptr<ProjectileObject> > > > const&)
  0.00      0.35     0.00    50000     0.00     0.00  __gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > >::operator*() const
  0.00      0.35     0.00    50000     0.00     0.00  std::__shared_ptr<ProjectilePool, (__gnu_cxx::_Lock_policy)2>::get() const
  0.00      0.35     0.00    50000     0.00     0.00  std::__shared_ptr_access<ProjectilePool, (__gnu_cxx::_Lock_policy)2, false, false>::_M_get() const
  0.00      0.35     0.00    50000     0.00     0.00  std::__shared_ptr_access<ProjectilePool, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
  0.00      0.35     0.00    50000     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const
  0.00      0.35     0.00    50000     0.00     0.00  std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.35     0.00    50000     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.35     0.00    50000     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  0.00      0.35     0.00    50000     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&)
  0.00      0.35     0.00    50000     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
  0.00      0.35     0.00    50000     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.35     0.00    50000     0.00     0.00  std::vector<std::shared_ptr<ProjectileObject>, std::allocator<std::shared_ptr<ProjectileObject> > >::end()
  0.00      0.35     0.00    50000     0.00     0.00  std::vector<std::shared_ptr<ProjectileObject>, std::allocator<std::shared_ptr<ProjectileObject> > >::begin()
  0.00      0.35     0.00     2752     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec(float, float, float, float)
  0.00      0.35     0.00     2578     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::length()
  0.00      0.35     0.00     2066     0.00     0.00  glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int)
  0.00      0.35     0.00     2009     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&)
  0.00      0.35     0.00     1692     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count()
  0.00      0.35     0.00     1652     0.00     0.00  std::remove_reference<Object*&>::type&& std::move<Object*&>(Object*&)
  0.00      0.35     0.00     1600     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::vec(float)
  0.00      0.35     0.00     1600     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator*=<float>(float)
